"1棋譜ファイル名","2サイト","3手合い","4自分","5相手","6決着","7勝敗","8手番","9戦型","10囲い","11備考"
"20161102_2106.kif","将棋ウォーズ","10-0","150.0",50,"投了","勝","先手","対抗形▲四間飛車(持久戦)","銀冠","受けに回るべきところで攻めてしまっていて、危なかった。"
